t_rel_s,phase,mv,ma,watt,temp_max_c
41.157,warmup,4968.0,1352.0,6.7167,60.84
41.257,warmup,4968.0,1344.0,6.6770,60.88
41.358,warmup,4968.0,1352.0,6.7167,61.03
41.458,warmup,4968.0,1344.0,6.6770,61.00
41.558,warmup,4968.0,1336.0,6.6372,60.97
41.658,warmup,4968.0,1344.0,6.6770,60.97
41.758,warmup,4968.0,1352.0,6.7167,60.94
41.858,warmup,4968.0,1352.0,6.7167,60.91
41.958,warmup,4968.0,1344.0,6.6770,60.88
42.059,warmup,4968.0,1352.0,6.7167,60.88
42.159,warmup,4968.0,1360.0,6.7565,60.81
42.259,warmup,4968.0,1352.0,6.7167,61.00
42.359,warmup,4968.0,1352.0,6.7167,60.97
42.459,warmup,4968.0,1352.0,6.7167,60.97
42.559,warmup,4968.0,1352.0,6.7167,60.94
42.659,warmup,4968.0,1360.0,6.7565,60.91
42.760,warmup,4968.0,1352.0,6.7167,60.91
42.860,warmup,4968.0,1352.0,6.7167,60.88
42.960,warmup,4968.0,1360.0,6.7565,60.88
43.060,warmup,4968.0,1360.0,6.7565,60.94
43.160,warmup,4968.0,1360.0,6.7565,61.09
43.260,warmup,4968.0,1352.0,6.7167,61.03
43.360,warmup,4968.0,1352.0,6.7167,61.00
43.460,warmup,4968.0,1352.0,6.7167,60.97
43.561,warmup,4968.0,1344.0,6.6770,61.03
43.661,warmup,4968.0,1352.0,6.7167,60.91
43.761,warmup,4968.0,1352.0,6.7167,60.94
43.861,warmup,4968.0,1344.0,6.6770,60.88
43.961,warmup,4968.0,1344.0,6.6770,60.91
44.061,warmup,4968.0,1352.0,6.7167,61.12
44.161,warmup,4968.0,1352.0,6.7167,61.06
44.262,warmup,4968.0,1344.0,6.6770,61.06
44.362,warmup,4968.0,1352.0,6.7167,61.00
44.462,warmup,4968.0,1344.0,6.6770,60.94
44.562,warmup,4968.0,1336.0,6.6372,60.91
44.662,warmup,4968.0,1344.0,6.6770,60.91
44.762,warmup,4968.0,1352.0,6.7167,60.94
44.862,warmup,4968.0,1352.0,6.7167,61.00
44.962,warmup,4968.0,1344.0,6.6770,61.12
45.063,warmup,4968.0,1352.0,6.7167,61.12
45.163,warmup,4968.0,1352.0,6.7167,61.03
45.263,warmup,4968.0,1344.0,6.6770,61.00
45.363,warmup,4968.0,1352.0,6.7167,61.03
45.463,warmup,4968.0,1352.0,6.7167,61.00
45.563,warmup,4968.0,1352.0,6.7167,61.00
45.663,warmup,4968.0,1344.0,6.6770,60.94
45.764,warmup,4968.0,1352.0,6.7167,60.88
45.864,warmup,4968.0,1360.0,6.7565,61.16
45.964,warmup,4968.0,1360.0,6.7565,61.12
46.064,warmup,4968.0,1352.0,6.7167,61.09
46.164,warmup,4968.0,1352.0,6.7167,61.03
