t_rel_s,phase,mv,ma,watt,temp_max_c
26.236,warmup,4984.0,968.0,4.8245,58.88
26.336,warmup,4984.0,968.0,4.8245,58.75
26.436,warmup,4984.0,968.0,4.8245,58.84
26.536,warmup,4984.0,968.0,4.8245,58.78
26.637,warmup,4984.0,968.0,4.8245,58.75
26.737,warmup,4984.0,968.0,4.8245,58.75
26.837,warmup,4984.0,968.0,4.8245,58.78
26.937,warmup,4984.0,968.0,4.8245,58.97
27.037,warmup,4984.0,968.0,4.8245,58.94
27.137,warmup,4984.0,968.0,4.8245,58.94
27.237,warmup,4984.0,968.0,4.8245,58.84
27.337,warmup,4984.0,968.0,4.8245,58.88
27.438,warmup,4984.0,968.0,4.8245,58.81
27.538,warmup,4984.0,968.0,4.8245,58.78
27.638,warmup,4984.0,968.0,4.8245,58.72
27.738,warmup,4984.0,968.0,4.8245,58.75
27.838,warmup,4984.0,968.0,4.8245,58.88
27.938,warmup,4984.0,968.0,4.8245,58.91
28.038,warmup,4984.0,968.0,4.8245,58.94
28.139,warmup,4984.0,968.0,4.8245,58.81
28.239,warmup,4984.0,968.0,4.8245,58.88
28.339,warmup,4984.0,968.0,4.8245,58.84
28.439,warmup,4984.0,968.0,4.8245,58.72
28.539,warmup,4984.0,968.0,4.8245,58.84
28.639,warmup,4984.0,968.0,4.8245,58.69
28.739,warmup,4984.0,968.0,4.8245,58.94
28.840,warmup,4984.0,968.0,4.8245,58.94
28.940,warmup,4984.0,968.0,4.8245,58.88
29.040,warmup,4984.0,968.0,4.8245,58.84
29.140,warmup,4984.0,968.0,4.8245,58.81
29.240,warmup,4984.0,968.0,4.8245,58.75
29.340,warmup,4984.0,968.0,4.8245,58.78
29.440,warmup,4984.0,968.0,4.8245,58.72
29.540,warmup,4992.0,968.0,4.8323,58.75
29.641,warmup,4992.0,968.0,4.8323,58.91
29.741,warmup,4984.0,968.0,4.8245,58.91
29.841,warmup,4984.0,968.0,4.8245,58.94
29.941,warmup,4984.0,968.0,4.8245,58.78
30.041,warmup,4984.0,968.0,4.8245,58.81
30.141,warmup,4984.0,968.0,4.8245,58.75
30.241,warmup,4984.0,968.0,4.8245,58.78
30.342,warmup,4984.0,968.0,4.8245,58.81
30.442,warmup,4984.0,968.0,4.8245,58.78
30.542,warmup,4984.0,968.0,4.8245,58.94
30.642,warmup,4984.0,968.0,4.8245,58.91
30.742,warmup,4984.0,968.0,4.8245,58.97
30.842,warmup,4984.0,968.0,4.8245,58.84
30.942,warmup,4984.0,968.0,4.8245,58.84
31.043,warmup,4984.0,968.0,4.8245,58.84
31.143,warmup,4984.0,968.0,4.8245,58.81
31.243,warmup,4984.0,968.0,4.8245,58.81
31.343,warmup,4984.0,968.0,4.8245,58.81
31.443,warmup,4984.0,968.0,4.8245,58.94
31.543,warmup,4984.0,968.0,4.8245,59.00
31.643,warmup,4984.0,968.0,4.8245,58.94
31.743,warmup,4984.0,968.0,4.8245,58.88
31.844,warmup,4984.0,968.0,4.8245,58.91
31.944,warmup,4984.0,968.0,4.8245,58.81
32.044,warmup,4984.0,968.0,4.8245,58.84
32.144,warmup,4984.0,968.0,4.8245,58.78
32.244,warmup,4984.0,968.0,4.8245,58.78
32.344,warmup,4984.0,968.0,4.8245,58.97
32.445,warmup,4984.0,968.0,4.8245,58.94
32.545,warmup,4984.0,968.0,4.8245,58.91
32.645,warmup,4984.0,968.0,4.8245,58.84
32.745,warmup,4984.0,968.0,4.8245,58.94
32.845,warmup,4984.0,968.0,4.8245,58.88
32.945,warmup,4984.0,968.0,4.8245,58.84
33.045,warmup,4984.0,968.0,4.8245,58.88
33.145,warmup,4984.0,968.0,4.8245,58.84
