t_rel_s,phase,mv,ma,watt,temp_max_c
32.647,warmup,4952.0,1664.0,8.2401,61.44
32.747,warmup,4952.0,1704.0,8.4382,61.78
32.847,warmup,4952.0,1664.0,8.2401,61.41
32.947,warmup,4952.0,1704.0,8.4382,61.44
33.048,warmup,4952.0,1664.0,8.2401,61.62
33.148,warmup,4952.0,1696.0,8.3986,61.56
33.248,warmup,4952.0,1664.0,8.2401,61.47
33.348,warmup,4952.0,1696.0,8.3986,61.59
33.448,warmup,4952.0,1656.0,8.2005,61.50
33.548,warmup,4952.0,1696.0,8.3986,61.50
33.648,warmup,4952.0,1664.0,8.2401,61.44
33.749,warmup,4952.0,1696.0,8.3986,61.50
33.849,warmup,4952.0,1664.0,8.2401,61.44
33.949,warmup,4952.0,1696.0,8.3986,61.75
34.049,warmup,4952.0,1664.0,8.2401,61.69
34.149,warmup,4952.0,1696.0,8.3986,61.81
34.249,warmup,4952.0,1664.0,8.2401,61.53
34.349,warmup,4952.0,1688.0,8.3590,61.56
34.450,warmup,4952.0,1664.0,8.2401,61.56
34.550,warmup,4952.0,1696.0,8.3986,61.69
34.650,warmup,4952.0,1664.0,8.2401,61.47
34.750,warmup,4952.0,1696.0,8.3986,61.91
34.850,warmup,4952.0,1664.0,8.2401,61.75
34.950,warmup,4952.0,1696.0,8.3986,61.62
35.050,warmup,4952.0,1664.0,8.2401,61.62
35.151,warmup,4952.0,1696.0,8.3986,61.59
35.251,warmup,4952.0,1664.0,8.2401,61.53
35.351,warmup,4952.0,1696.0,8.3986,61.62
35.451,warmup,4952.0,1664.0,8.2401,61.47
35.551,warmup,4952.0,1696.0,8.3986,61.72
35.651,warmup,4952.0,1664.0,8.2401,61.59
35.751,warmup,4952.0,1680.0,8.3194,61.56
35.852,warmup,4952.0,1664.0,8.2401,61.72
35.952,warmup,4952.0,1696.0,8.3986,61.81
36.052,warmup,4952.0,1664.0,8.2401,61.62
36.152,warmup,4952.0,1688.0,8.3590,61.94
36.252,warmup,4952.0,1672.0,8.2797,61.69
36.353,warmup,4952.0,1688.0,8.3590,61.50
36.453,warmup,4952.0,1664.0,8.2401,61.56
36.553,warmup,4952.0,1688.0,8.3590,61.56
36.653,warmup,4952.0,1672.0,8.2797,61.53
36.753,warmup,4952.0,1688.0,8.3590,61.75
36.853,warmup,4952.0,1664.0,8.2401,61.72
36.954,warmup,4952.0,1688.0,8.3590,61.75
37.054,warmup,4952.0,1664.0,8.2401,61.66
37.154,warmup,4952.0,1688.0,8.3590,61.72
37.254,warmup,4952.0,1656.0,8.2005,61.72
37.354,warmup,4952.0,1688.0,8.3590,61.75
37.454,warmup,4952.0,1664.0,8.2401,61.62
37.554,warmup,4952.0,1688.0,8.3590,61.84
37.655,warmup,4952.0,1672.0,8.2797,61.84
37.755,warmup,4952.0,1688.0,8.3590,61.75
37.855,warmup,4952.0,1672.0,8.2797,61.88
37.955,warmup,4952.0,1688.0,8.3590,61.88
38.055,warmup,4952.0,1672.0,8.2797,61.66
38.155,warmup,4952.0,1688.0,8.3590,61.59
38.255,warmup,4952.0,1672.0,8.2797,61.72
38.356,warmup,4952.0,1688.0,8.3590,61.62
38.456,warmup,4952.0,1672.0,8.2797,61.62
38.556,warmup,4952.0,1688.0,8.3590,61.84
38.656,warmup,4952.0,1672.0,8.2797,61.78
38.756,warmup,4952.0,1688.0,8.3590,61.78
38.856,warmup,4952.0,1672.0,8.2797,61.78
38.956,warmup,4952.0,1688.0,8.3590,61.78
39.057,warmup,4952.0,1680.0,8.3194,61.84
39.157,warmup,4952.0,1696.0,8.3986,61.78
39.257,warmup,4952.0,1680.0,8.3194,61.88
39.357,warmup,4952.0,1696.0,8.3986,61.88
39.457,warmup,4952.0,1680.0,8.3194,61.81
39.557,warmup,4952.0,1696.0,8.3986,61.84
39.657,warmup,4952.0,1680.0,8.3194,61.88
39.758,warmup,4952.0,1696.0,8.3986,61.75
39.858,warmup,4952.0,1680.0,8.3194,61.75
39.958,warmup,4952.0,1688.0,8.3590,61.97
40.058,warmup,4952.0,1680.0,8.3194,61.78
40.158,warmup,4952.0,1688.0,8.3590,61.78
40.258,warmup,4952.0,1672.0,8.2797,61.78
40.358,warmup,4952.0,1688.0,8.3590,61.94
40.459,warmup,4952.0,1680.0,8.3194,61.88
40.559,warmup,4952.0,1688.0,8.3590,61.88
40.659,warmup,4952.0,1680.0,8.3194,61.81
40.759,warmup,4952.0,1688.0,8.3590,61.88
40.859,warmup,4952.0,1680.0,8.3194,61.81
40.959,warmup,4952.0,1688.0,8.3590,62.00
41.059,warmup,4952.0,1680.0,8.3194,61.88
41.159,warmup,4952.0,1688.0,8.3590,61.81
41.260,warmup,4952.0,1680.0,8.3194,61.94
41.360,warmup,4952.0,1680.0,8.3194,62.00
41.460,warmup,4952.0,1680.0,8.3194,61.88
41.560,warmup,4952.0,1688.0,8.3590,61.81
41.660,warmup,4952.0,1680.0,8.3194,62.06
41.760,warmup,4952.0,1680.0,8.3194,61.81
41.860,warmup,4952.0,1672.0,8.2797,61.75
41.961,warmup,4952.0,1688.0,8.3590,61.78
42.061,warmup,4952.0,1688.0,8.3590,61.75
42.161,warmup,4952.0,1680.0,8.3194,61.94
42.261,warmup,4952.0,1680.0,8.3194,61.88
42.361,warmup,4952.0,1680.0,8.3194,62.03
42.461,warmup,4952.0,1656.0,8.2005,61.88
42.561,warmup,4952.0,1680.0,8.3194,61.88
42.662,warmup,4952.0,1648.0,8.1609,61.88
42.762,warmup,4952.0,1680.0,8.3194,62.09
42.862,warmup,4952.0,1656.0,8.2005,61.81
42.962,warmup,4952.0,1696.0,8.3986,61.78
43.062,warmup,4952.0,1696.0,8.3986,62.06
43.162,warmup,4952.0,1696.0,8.3986,61.94
43.262,warmup,4952.0,1696.0,8.3986,61.91
43.363,warmup,4952.0,1688.0,8.3590,61.84
43.463,warmup,4952.0,1688.0,8.3590,61.91
43.563,warmup,4952.0,1688.0,8.3590,61.88
43.663,warmup,4952.0,1688.0,8.3590,61.91
