t_rel_s,phase,mv,ma,watt,temp_max_c
13.018,warmup,4976.0,1136.0,5.6527,60.22
13.118,warmup,4976.0,1144.0,5.6925,60.19
13.218,warmup,4976.0,1112.0,5.5333,60.16
13.318,warmup,4976.0,1088.0,5.4139,60.31
13.419,warmup,4976.0,1160.0,5.7722,60.38
13.519,warmup,4976.0,1128.0,5.6129,60.31
13.619,warmup,4976.0,1096.0,5.4537,60.22
13.719,warmup,4976.0,1160.0,5.7722,60.22
13.819,warmup,4976.0,1136.0,5.6527,60.19
13.919,warmup,4976.0,1104.0,5.4935,60.22
14.019,warmup,4976.0,1136.0,5.6527,60.12
14.120,warmup,4976.0,1152.0,5.7324,60.34
14.220,warmup,4976.0,1112.0,5.5333,60.38
14.320,warmup,4976.0,1096.0,5.4537,60.34
14.420,warmup,4976.0,1160.0,5.7722,60.28
14.520,warmup,4976.0,1128.0,5.6129,60.22
14.620,warmup,4976.0,1096.0,5.4537,60.22
14.720,warmup,4976.0,1168.0,5.8120,60.25
14.820,warmup,4976.0,1136.0,5.6527,60.22
14.921,warmup,4976.0,1104.0,5.4935,60.16
15.021,warmup,4976.0,1136.0,5.6527,60.22
15.121,warmup,4976.0,1152.0,5.7324,60.41
15.221,warmup,4976.0,1112.0,5.5333,60.34
15.321,warmup,4976.0,1096.0,5.4537,60.25
15.421,warmup,4976.0,1160.0,5.7722,60.31
15.521,warmup,4976.0,1128.0,5.6129,60.19
15.621,warmup,4976.0,1096.0,5.4537,60.22
15.722,warmup,4976.0,1168.0,5.8120,60.28
15.822,warmup,4976.0,1136.0,5.6527,60.25
15.922,warmup,4976.0,1104.0,5.4935,60.19
16.022,warmup,4976.0,1144.0,5.6925,60.38
16.122,warmup,4976.0,1152.0,5.7324,60.38
16.222,warmup,4976.0,1112.0,5.5333,60.34
16.322,warmup,4976.0,1096.0,5.4537,60.34
16.423,warmup,4976.0,1160.0,5.7722,60.22
16.523,warmup,4976.0,1120.0,5.5731,60.22
16.623,warmup,4976.0,1088.0,5.4139,60.28
16.723,warmup,4976.0,1160.0,5.7722,60.19
16.823,warmup,4976.0,1128.0,5.6129,60.22
16.923,warmup,4976.0,1096.0,5.4537,60.16
17.023,warmup,4976.0,1136.0,5.6527,60.38
17.123,warmup,4976.0,1144.0,5.6925,60.34
17.224,warmup,4976.0,1112.0,5.5333,60.38
17.324,warmup,4976.0,1096.0,5.4537,60.31
17.424,warmup,4976.0,1160.0,5.7722,60.28
17.524,warmup,4976.0,1120.0,5.5731,60.25
17.624,warmup,4976.0,1096.0,5.4537,60.19
17.724,warmup,4976.0,1168.0,5.8120,60.22
17.824,warmup,4976.0,1136.0,5.6527,60.25
17.925,warmup,4976.0,1104.0,5.4935,60.44
18.025,warmup,4976.0,1144.0,5.6925,60.28
18.125,warmup,4976.0,1144.0,5.6925,60.31
18.225,warmup,4976.0,1112.0,5.5333,60.31
18.325,warmup,4976.0,1104.0,5.4935,60.28
18.425,warmup,4976.0,1160.0,5.7722,60.22
18.525,warmup,4976.0,1120.0,5.5731,60.22
18.625,warmup,4976.0,1088.0,5.4139,60.19
18.726,warmup,4976.0,1160.0,5.7722,60.25
18.826,warmup,4976.0,1128.0,5.6129,60.44
18.926,warmup,4976.0,1096.0,5.4537,60.38
19.026,warmup,4976.0,1144.0,5.6925,60.34
19.126,warmup,4976.0,1144.0,5.6925,60.22
19.226,warmup,4976.0,1112.0,5.5333,60.28
19.326,warmup,4976.0,1104.0,5.4935,60.31
19.426,warmup,4976.0,1160.0,5.7722,60.28
19.527,warmup,4976.0,1120.0,5.5731,60.22
19.627,warmup,4976.0,1088.0,5.4139,60.25
19.727,warmup,4976.0,1160.0,5.7722,60.31
19.827,warmup,4976.0,1128.0,5.6129,60.41
19.927,warmup,4976.0,1096.0,5.4537,60.34
20.027,warmup,4976.0,1144.0,5.6925,60.25
20.127,warmup,4976.0,1144.0,5.6925,60.38
20.228,warmup,4976.0,1104.0,5.4935,60.19
20.328,warmup,4976.0,1104.0,5.4935,60.28
20.428,warmup,4976.0,1152.0,5.7324,60.22
20.528,warmup,4976.0,1120.0,5.5731,60.28
20.628,warmup,4976.0,1088.0,5.4139,60.34
20.728,warmup,4976.0,1160.0,5.7722,60.38
20.828,warmup,4976.0,1128.0,5.6129,60.38
20.929,warmup,4976.0,1096.0,5.4537,60.25
21.029,warmup,4976.0,1136.0,5.6527,60.31
21.129,warmup,4976.0,1144.0,5.6925,60.25
21.229,warmup,4976.0,1104.0,5.4935,60.31
21.329,warmup,4976.0,1104.0,5.4935,60.22
21.429,warmup,4976.0,1160.0,5.7722,60.28
21.529,warmup,4976.0,1120.0,5.5731,60.41
21.629,warmup,4976.0,1088.0,5.4139,60.38
21.730,warmup,4976.0,1168.0,5.8120,60.38
21.830,warmup,4976.0,1128.0,5.6129,60.34
21.930,warmup,4976.0,1096.0,5.4537,60.31
22.030,warmup,4976.0,1160.0,5.7722,60.28
22.130,warmup,4976.0,1144.0,5.6925,60.25
22.230,warmup,4976.0,1104.0,5.4935,60.34
22.330,warmup,4976.0,1112.0,5.5333,60.28
22.430,warmup,4976.0,1160.0,5.7722,60.38
22.531,warmup,4976.0,1120.0,5.5731,60.47
22.631,warmup,4976.0,1088.0,5.4139,60.41
22.731,warmup,4976.0,1168.0,5.8120,60.38
22.831,warmup,4976.0,1128.0,5.6129,60.31
22.931,warmup,4976.0,1096.0,5.4537,60.28
23.031,warmup,4976.0,1144.0,5.6925,60.28
23.131,warmup,4976.0,1144.0,5.6925,60.25
23.231,warmup,4976.0,1104.0,5.4935,60.31
23.332,warmup,4976.0,1112.0,5.5333,60.41
23.432,warmup,4976.0,1152.0,5.7324,60.34
23.532,warmup,4976.0,1112.0,5.5333,60.28
23.632,warmup,4976.0,1088.0,5.4139,60.34
23.732,warmup,4976.0,1160.0,5.7722,60.34
23.832,warmup,4976.0,1120.0,5.5731,60.31
23.932,warmup,4976.0,1096.0,5.4537,60.25
24.032,warmup,4976.0,1144.0,5.6925,60.28
24.133,warmup,4976.0,1144.0,5.6925,60.34
24.233,warmup,4976.0,1104.0,5.4935,60.41
24.333,warmup,4976.0,1112.0,5.5333,60.38
24.433,warmup,4976.0,1160.0,5.7722,60.38
24.533,warmup,4976.0,1120.0,5.5731,60.38
24.633,warmup,4976.0,1088.0,5.4139,60.34
24.733,warmup,4976.0,1168.0,5.8120,60.28
24.833,warmup,4976.0,1128.0,5.6129,60.34
24.934,warmup,4976.0,1096.0,5.4537,60.25
25.034,warmup,4976.0,1152.0,5.7324,60.31
25.134,warmup,4976.0,1144.0,5.6925,60.38
25.234,warmup,4976.0,1104.0,5.4935,60.44
25.334,warmup,4976.0,1120.0,5.5731,60.38
25.434,warmup,4976.0,1152.0,5.7324,60.28
25.534,warmup,4976.0,1112.0,5.5333,60.34
25.635,warmup,4976.0,1088.0,5.4139,60.28
25.735,warmup,4976.0,1160.0,5.7722,60.28
25.835,warmup,4976.0,1128.0,5.6129,60.34
25.935,warmup,4976.0,1096.0,5.4537,60.28
26.035,warmup,4976.0,1152.0,5.7324,60.47
26.135,warmup,4976.0,1144.0,5.6925,60.38
26.236,warmup,4976.0,1112.0,5.5333,60.44
26.336,warmup,4976.0,1120.0,5.5731,60.38
26.436,warmup,4976.0,1160.0,5.7722,60.34
26.536,warmup,4976.0,1120.0,5.5731,60.38
26.636,warmup,4976.0,1088.0,5.4139,60.34
26.736,warmup,4976.0,1168.0,5.8120,60.34
26.836,warmup,4976.0,1128.0,5.6129,60.31
26.936,warmup,4976.0,1096.0,5.4537,60.47
27.037,warmup,4976.0,1168.0,5.8120,60.53
27.137,warmup,4976.0,1136.0,5.6527,60.44
27.237,warmup,4976.0,1104.0,5.4935,60.41
27.337,warmup,4976.0,1120.0,5.5731,60.38
27.437,warmup,4976.0,1152.0,5.7324,60.28
27.537,warmup,4976.0,1112.0,5.5333,60.34
27.637,warmup,4976.0,1088.0,5.4139,60.31
27.738,warmup,4976.0,1160.0,5.7722,60.25
27.838,warmup,4976.0,1128.0,5.6129,60.53
27.938,warmup,4976.0,1096.0,5.4537,60.47
28.038,warmup,4976.0,1160.0,5.7722,60.44
28.138,warmup,4976.0,1144.0,5.6925,60.41
28.238,warmup,4976.0,1104.0,5.4935,60.41
28.338,warmup,4976.0,1128.0,5.6129,60.38
28.438,warmup,4976.0,1160.0,5.7722,60.38
28.539,warmup,4976.0,1120.0,5.5731,60.25
28.639,warmup,4976.0,1088.0,5.4139,60.34
28.739,warmup,4976.0,1168.0,5.8120,60.31
28.839,warmup,4976.0,1128.0,5.6129,60.50
28.939,warmup,4976.0,1096.0,5.4537,60.41
29.039,warmup,4976.0,1152.0,5.7324,60.38
29.139,warmup,4976.0,1144.0,5.6925,60.34
29.239,warmup,4976.0,1112.0,5.5333,60.34
29.340,warmup,4976.0,1128.0,5.6129,60.38
29.440,warmup,4976.0,1160.0,5.7722,60.28
29.540,warmup,4976.0,1120.0,5.5731,60.34
29.640,warmup,4976.0,1088.0,5.4139,60.28
29.740,warmup,4976.0,1160.0,5.7722,60.56
29.840,warmup,4976.0,1128.0,5.6129,60.44
29.940,warmup,4976.0,1096.0,5.4537,60.44
30.040,warmup,4976.0,1168.0,5.8120,60.41
30.141,warmup,4976.0,1144.0,5.6925,60.41
30.241,warmup,4976.0,1104.0,5.4935,60.34
30.341,warmup,4976.0,1128.0,5.6129,60.38
30.441,warmup,4976.0,1152.0,5.7324,60.38
30.541,warmup,4976.0,1112.0,5.5333,60.25
30.641,warmup,4976.0,1088.0,5.4139,60.53
30.741,warmup,4976.0,1160.0,5.7722,60.41
30.841,warmup,4976.0,1128.0,5.6129,60.41
30.942,warmup,4976.0,1096.0,5.4537,60.38
31.042,warmup,4976.0,1160.0,5.7722,60.41
31.142,warmup,4976.0,1144.0,5.6925,60.31
31.242,warmup,4976.0,1104.0,5.4935,60.28
31.342,warmup,4976.0,1128.0,5.6129,60.31
31.442,warmup,4976.0,1152.0,5.7324,60.28
31.542,warmup,4976.0,1120.0,5.5731,60.44
31.642,warmup,4976.0,1088.0,5.4139,60.41
31.743,warmup,4976.0,1160.0,5.7722,60.47
31.843,warmup,4976.0,1128.0,5.6129,60.38
31.943,warmup,4976.0,1096.0,5.4537,60.38
32.043,warmup,4976.0,1168.0,5.8120,60.34
32.143,warmup,4976.0,1144.0,5.6925,60.38
32.243,warmup,4976.0,1104.0,5.4935,60.34
32.343,warmup,4976.0,1128.0,5.6129,60.38
32.444,warmup,4976.0,1152.0,5.7324,60.47
32.544,warmup,4976.0,1120.0,5.5731,60.47
32.644,warmup,4976.0,1088.0,5.4139,60.38
32.744,warmup,4976.0,1168.0,5.8120,60.38
32.844,warmup,4976.0,1128.0,5.6129,60.38
32.944,warmup,4976.0,1096.0,5.4537,60.38
33.044,warmup,4976.0,1160.0,5.7722,60.38
33.145,warmup,4976.0,1144.0,5.6925,60.38
33.245,warmup,4976.0,1104.0,5.4935,60.31
33.345,warmup,4976.0,1128.0,5.6129,60.31
33.445,warmup,4976.0,1160.0,5.7722,60.44
33.545,warmup,4976.0,1120.0,5.5731,60.41
33.645,warmup,4976.0,1088.0,5.4139,60.44
33.745,warmup,4976.0,1160.0,5.7722,60.38
33.845,warmup,4976.0,1128.0,5.6129,60.38
33.946,warmup,4976.0,1096.0,5.4537,60.38
34.046,warmup,4976.0,1168.0,5.8120,60.38
34.146,warmup,4976.0,1136.0,5.6527,60.31
34.246,warmup,4976.0,1104.0,5.4935,60.50
34.346,warmup,4976.0,1128.0,5.6129,60.44
34.446,warmup,4976.0,1160.0,5.7722,60.41
34.546,warmup,4976.0,1120.0,5.5731,60.41
34.647,warmup,4976.0,1088.0,5.4139,60.44
34.747,warmup,4976.0,1168.0,5.8120,60.38
34.847,warmup,4976.0,1128.0,5.6129,60.38
34.947,warmup,4976.0,1096.0,5.4537,60.38
35.047,warmup,4976.0,1168.0,5.8120,60.38
35.147,warmup,4976.0,1136.0,5.6527,60.38
35.247,warmup,4976.0,1104.0,5.4935,60.53
35.347,warmup,4976.0,1128.0,5.6129,60.44
35.448,warmup,4976.0,1152.0,5.7324,60.41
35.548,warmup,4976.0,1120.0,5.5731,60.34
35.648,warmup,4976.0,1088.0,5.4139,60.38
35.748,warmup,4976.0,1160.0,5.7722,60.38
35.848,warmup,4976.0,1128.0,5.6129,60.28
35.948,warmup,4976.0,1096.0,5.4537,60.38
36.048,warmup,4976.0,1168.0,5.8120,60.38
36.149,warmup,4976.0,1144.0,5.6925,60.44
36.249,warmup,4976.0,1104.0,5.4935,60.53
36.349,warmup,4976.0,1136.0,5.6527,60.41
36.449,warmup,4976.0,1152.0,5.7324,60.38
36.549,warmup,4976.0,1120.0,5.5731,60.38
36.649,warmup,4976.0,1088.0,5.4139,60.38
36.749,warmup,4976.0,1168.0,5.8120,60.41
36.849,warmup,4976.0,1128.0,5.6129,60.34
36.950,warmup,4976.0,1096.0,5.4537,60.50
37.050,warmup,4976.0,1160.0,5.7722,60.47
37.150,warmup,4976.0,1136.0,5.6527,60.44
37.250,warmup,4976.0,1104.0,5.4935,60.44
37.350,warmup,4976.0,1136.0,5.6527,60.38
37.450,warmup,4976.0,1152.0,5.7324,60.38
37.550,warmup,4976.0,1112.0,5.5333,60.38
37.651,warmup,4976.0,1088.0,5.4139,60.38
37.751,warmup,4976.0,1160.0,5.7722,60.38
37.851,warmup,4976.0,1128.0,5.6129,60.56
37.951,warmup,4976.0,1096.0,5.4537,60.53
38.051,warmup,4976.0,1168.0,5.8120,60.47
38.151,warmup,4976.0,1136.0,5.6527,60.38
38.251,warmup,4976.0,1104.0,5.4935,60.41
38.351,warmup,4976.0,1136.0,5.6527,60.38
38.452,warmup,4976.0,1152.0,5.7324,60.38
38.552,warmup,4976.0,1112.0,5.5333,60.44
38.652,warmup,4976.0,1088.0,5.4139,60.38
38.752,warmup,4976.0,1160.0,5.7722,60.50
38.852,warmup,4976.0,1120.0,5.5731,60.56
38.952,warmup,4976.0,1096.0,5.4537,60.50
39.052,warmup,4976.0,1168.0,5.8120,60.50
39.153,warmup,4976.0,1136.0,5.6527,60.41
39.253,warmup,4976.0,1104.0,5.4935,60.38
39.353,warmup,4976.0,1136.0,5.6527,60.38
39.453,warmup,4976.0,1152.0,5.7324,60.38
39.553,warmup,4976.0,1112.0,5.5333,60.31
39.653,warmup,4976.0,1096.0,5.4537,60.69
39.753,warmup,4976.0,1160.0,5.7722,60.53
39.853,warmup,4976.0,1120.0,5.5731,60.47
39.954,warmup,4976.0,1088.0,5.4139,60.47
40.054,warmup,4976.0,1168.0,5.8120,60.41
40.154,warmup,4976.0,1136.0,5.6527,60.44
40.254,warmup,4976.0,1104.0,5.4935,60.41
40.354,warmup,4976.0,1144.0,5.6925,60.38
40.454,warmup,4976.0,1144.0,5.6925,60.31
40.554,warmup,4976.0,1112.0,5.5333,60.38
40.654,warmup,4976.0,1096.0,5.4537,60.59
40.755,warmup,4976.0,1160.0,5.7722,60.50
40.855,warmup,4976.0,1120.0,5.5731,60.50
40.955,warmup,4976.0,1088.0,5.4139,60.47
41.055,warmup,4976.0,1160.0,5.7722,60.38
41.155,warmup,4976.0,1136.0,5.6527,60.38
41.255,warmup,4976.0,1104.0,5.4935,60.44
41.355,warmup,4976.0,1144.0,5.6925,60.38
41.456,warmup,4976.0,1152.0,5.7324,60.38
41.556,warmup,4976.0,1112.0,5.5333,60.53
41.656,warmup,4976.0,1104.0,5.4935,60.56
41.756,warmup,4976.0,1160.0,5.7722,60.47
41.856,warmup,4976.0,1128.0,5.6129,60.47
41.956,warmup,4976.0,1096.0,5.4537,60.44
42.056,warmup,4976.0,1168.0,5.8120,60.50
42.157,warmup,4976.0,1144.0,5.6925,60.41
42.257,warmup,4976.0,1104.0,5.4935,60.41
42.357,warmup,4976.0,1144.0,5.6925,60.34
42.457,warmup,4976.0,1152.0,5.7324,60.41
42.557,warmup,4976.0,1112.0,5.5333,60.56
42.657,warmup,4976.0,1104.0,5.4935,60.53
42.757,warmup,4976.0,1160.0,5.7722,60.56
42.858,warmup,4976.0,1120.0,5.5731,60.38
42.958,warmup,4976.0,1096.0,5.4537,60.47
43.058,warmup,4976.0,1168.0,5.8120,60.44
43.158,warmup,4976.0,1136.0,5.6527,60.41
43.258,warmup,4976.0,1104.0,5.4935,60.38
43.358,warmup,4976.0,1144.0,5.6925,60.38
43.458,warmup,4976.0,1152.0,5.7324,60.62
43.558,warmup,4976.0,1112.0,5.5333,60.50
43.659,warmup,4976.0,1112.0,5.5333,60.44
43.759,warmup,4976.0,1168.0,5.8120,60.44
43.859,warmup,4976.0,1128.0,5.6129,60.50
43.959,warmup,4976.0,1096.0,5.4537,60.41
44.059,warmup,4976.0,1168.0,5.8120,60.38
44.159,warmup,4976.0,1144.0,5.6925,60.41
44.259,warmup,4976.0,1104.0,5.4935,60.41
44.360,warmup,4976.0,1152.0,5.7324,60.66
44.460,warmup,4976.0,1152.0,5.7324,60.59
44.560,warmup,4976.0,1120.0,5.5731,60.50
44.660,warmup,4976.0,1112.0,5.5333,60.50
44.760,warmup,4976.0,1168.0,5.8120,60.50
44.860,warmup,4976.0,1128.0,5.6129,60.50
44.960,warmup,4976.0,1096.0,5.4537,60.38
45.061,warmup,4976.0,1168.0,5.8120,60.44
45.161,warmup,4976.0,1136.0,5.6527,60.38
45.261,warmup,4976.0,1104.0,5.4935,60.41
45.361,warmup,4976.0,1152.0,5.7324,60.44
45.461,warmup,4976.0,1152.0,5.7324,60.53
45.561,warmup,4976.0,1112.0,5.5333,60.50
45.661,warmup,4976.0,1112.0,5.5333,60.41
45.762,warmup,4976.0,1160.0,5.7722,60.47
45.862,warmup,4976.0,1120.0,5.5731,60.44
45.962,warmup,4976.0,1096.0,5.4537,60.44
46.062,warmup,4976.0,1168.0,5.8120,60.34
46.162,warmup,4976.0,1136.0,5.6527,60.38
46.262,warmup,4976.0,1104.0,5.4935,60.53
46.362,warmup,4976.0,1152.0,5.7324,60.50
46.463,warmup,4976.0,1152.0,5.7324,60.41
46.563,warmup,4976.0,1112.0,5.5333,60.38
46.663,warmup,4976.0,1112.0,5.5333,60.44
46.763,warmup,4976.0,1160.0,5.7722,60.50
46.863,warmup,4976.0,1120.0,5.5731,60.44
46.963,warmup,4976.0,1088.0,5.4139,60.41
47.063,warmup,4976.0,1168.0,5.8120,60.56
47.163,warmup,4976.0,1128.0,5.6129,60.59
47.264,warmup,4976.0,1096.0,5.4537,60.56
47.364,warmup,4976.0,1160.0,5.7722,60.53
47.464,warmup,4976.0,1144.0,5.6925,60.53
47.564,warmup,4976.0,1104.0,5.4935,60.41
47.664,warmup,4976.0,1112.0,5.5333,60.38
47.764,warmup,4976.0,1152.0,5.7324,60.44
47.864,warmup,4976.0,1112.0,5.5333,60.47
47.965,warmup,4976.0,1088.0,5.4139,60.56
48.065,warmup,4976.0,1160.0,5.7722,60.56
48.165,warmup,4976.0,1128.0,5.6129,60.41
48.265,warmup,4976.0,1096.0,5.4537,60.47
48.365,warmup,4976.0,1152.0,5.7324,60.44
48.465,warmup,4976.0,1144.0,5.6925,60.41
48.565,warmup,4976.0,1112.0,5.5333,60.44
48.665,warmup,4976.0,1112.0,5.5333,60.47
48.766,warmup,4976.0,1152.0,5.7324,60.38
48.866,warmup,4976.0,1120.0,5.5731,60.66
48.966,warmup,4976.0,1088.0,5.4139,60.62
49.066,warmup,4976.0,1168.0,5.8120,60.50
49.166,warmup,4976.0,1128.0,5.6129,60.44
49.266,warmup,4976.0,1096.0,5.4537,60.47
49.366,warmup,4976.0,1144.0,5.6925,60.47
49.467,warmup,4976.0,1144.0,5.6925,60.38
49.567,warmup,4976.0,1104.0,5.4935,60.47
49.667,warmup,4976.0,1112.0,5.5333,60.41
49.767,warmup,4976.0,1152.0,5.7324,60.62
49.867,warmup,4976.0,1112.0,5.5333,60.62
49.967,warmup,4976.0,1088.0,5.4139,60.50
50.067,warmup,4976.0,1160.0,5.7722,60.44
50.167,warmup,4976.0,1128.0,5.6129,60.41
50.268,warmup,4976.0,1096.0,5.4537,60.41
50.368,warmup,4976.0,1168.0,5.8120,60.47
50.468,warmup,4976.0,1136.0,5.6527,60.34
50.568,warmup,4976.0,1104.0,5.4935,60.44
50.668,warmup,4976.0,1112.0,5.5333,60.59
50.768,warmup,4976.0,1152.0,5.7324,60.59
50.868,warmup,4976.0,1112.0,5.5333,60.56
50.969,warmup,4976.0,1088.0,5.4139,60.50
51.069,warmup,4976.0,1160.0,5.7722,60.53
51.169,warmup,4976.0,1128.0,5.6129,60.41
51.269,warmup,4976.0,1096.0,5.4537,60.47
51.369,warmup,4976.0,1152.0,5.7324,60.38
51.469,warmup,4976.0,1144.0,5.6925,60.47
51.569,warmup,4976.0,1112.0,5.5333,60.66
